"source","target","ligand.complex","ligand","receptor.complex","receptor","receptor.prop","ligand.prop","ligand.expr","receptor.expr","ligand.sum","receptor.sum","prod_weight","edge_specificity"
"Endothelial","OPC-like-tumor","PDGFB","PDGFB","PDGFRB","PDGFRB",0.6796875,0.158940397350993,0.134244385412909,1.00371183434841,1.85866767422884,6.15635489642141,0.134742678333766,0.0117755115352518
"Endothelial","OPC-like-tumor","DLL1","DLL1","NOTCH3","NOTCH3",0.728515625,0.11037527593819,0.0882343345360686,1.07137015960283,0.502988877122612,8.6349756407495,0.0945316330743577,0.0217649494314395
"Endothelial","OPC-like-tumor","SEMA7A","SEMA7A","ITGA1_ITGB1","ITGA1",0.40234375,0.121412803532009,0.102342270702344,0.93758222424896,1.1469155548251,7.675276439506,0.0959542937997925,0.0109003123855456
"Endothelial","OPC-like-tumor","MIF","MIF","CD74","CD74",0.9921875,0.997792494481236,1.76834325009458,2.23648416116634,17.8742342184408,17.3454370189,3.95487167034194,0.0127561525699266
"Endothelial","OPC-like-tumor","SPP1","SPP1","ITGAV_ITGB1","ITGB1",0.830078125,0.997792494481236,2.14396157437735,1.50902167542417,20.9473703501564,13.5489675249663,3.23528448701194,0.0113992627037381
"Endothelial","OPC-like-tumor","VCAM1","VCAM1","ITGA4_ITGB1","ITGA4",0.1328125,0.306843267108168,0.272681484215816,0.754302687272415,2.88855194070581,6.74876471382899,0.205684376313421,0.0105510780472158
"Endothelial","OPC-like-tumor","SEMA3A","SEMA3A","NRP1","NRP1",0.41015625,0.231788079470199,0.204977270966607,0.500158278405116,2.13311620242612,6.37647879645394,0.102521078958837,0.00753733353721534
"Endothelial","OPC-like-tumor","SEMA3A","SEMA3A","NRP1_PLXNA1","NRP1",0.41015625,0.231788079470199,0.204977270966607,0.631324584836426,2.13311620242612,7.07037847521718,0.129407190493897,0.00858027548710789
"Endothelial","OPC-like-tumor","SEMA7A","SEMA7A","PLXNC1","PLXNC1",0.10546875,0.121412803532009,0.102342270702344,0.10744763787124,1.1469155548251,0.828105681673637,0.0109964352413458,0.0115780311533169
"Endothelial","OPC-like-tumor","PLAU","PLAU","PLAUR","PLAUR",0.26953125,0.125827814569536,0.102828913992316,0.289647753067263,1.63783812013238,3.6627883386524,0.0297841638882211,0.00496480979601623
"Endothelial","OPC-like-tumor","COL1A1","COL1A1","ITGA1_ITGB1","ITGA1",0.40234375,0.434878587196468,0.494187837446046,0.93758222424896,8.75265833660959,7.675276439506,0.463341731829447,0.00689711417364591
"Endothelial","OPC-like-tumor","COL1A1","COL1A1","ITGA2_ITGB1","ITGA2",0.30078125,0.434878587196468,0.494187837446046,0.85308289333451,8.75265833660959,8.142778139932,0.421583190219198,0.0059152173616699
"Endothelial","OPC-like-tumor","COL1A1","COL1A1","ITGA11_ITGB1","ITGA11",0.21875,0.434878587196468,0.494187837446046,0.813859322890597,8.75265833660959,6.68102406906309,0.402199378764607,0.00687794000385622
"Endothelial","OPC-like-tumor","COL4A1","COL4A1","ITGA2_ITGB1","ITGA2",0.30078125,0.708609271523179,0.857406131093404,0.85308289333451,10.2248409267045,8.142778139932,0.73143850307591,0.00878513937104724
"Endothelial","OPC-like-tumor","COL1A2","COL1A2","ITGA1_ITGB1","ITGA1",0.40234375,0.618101545253863,0.754005467462413,0.93758222424896,10.5067215005225,7.675276439506,0.706942123279287,0.00876642684337601
"Endothelial","OPC-like-tumor","COL1A2","COL1A2","ITGA11_ITGB1","ITGA11",0.21875,0.618101545253863,0.754005467462413,0.813859322890597,10.5067215005225,6.68102406906309,0.613654379204768,0.00874205593222217
"Endothelial","OPC-like-tumor","COL4A2","COL4A2","ITGA2_ITGB1","ITGA2",0.30078125,0.684326710816777,0.80460768452113,0.85308289333451,9.56017034380043,8.142778139932,0.686397051510466,0.00881733165383383
"Endothelial","OPC-like-tumor","MIF","MIF","CXCR4","CXCR4",0.482421875,0.997792494481236,1.76834325009458,0.602925133144307,17.8742342184408,4.74786812619912,1.06617858950811,0.0125633038843718
"Endothelial","OPC-like-tumor","BMP7","BMP7","ACVR1_BMPR2","ACVR1",0.126953125,0.713024282560706,0.747529339703021,0.294702507660879,4.32269695248564,3.07983994587524,0.220298770960561,0.0165473760566135
"Endothelial","OPC-like-tumor","EFNA5","EFNA5","EPHA2","EPHA2",0.3515625,0.11037527593819,0.0866059148495874,0.387699037305317,0.486943894655552,3.10974601685925,0.0335770298121313,0.0221737134610003
"Endothelial","OPC-like-tumor","JAG1","JAG1","NOTCH3","NOTCH3",0.728515625,0.609271523178808,0.605828428468368,1.07137015960283,6.16419881174017,8.6349756407495,0.64906650010009,0.0121941474046867
"Endothelial","OPC-like-tumor","CD47","CD47","SIRPA","SIRPA",0.62890625,0.739514348785872,0.824308845304563,0.871613799830999,7.1152624823147,8.6001933235267,0.718478964890214,0.0117412657519848
"Endothelial","OPC-like-tumor","BMP6","BMP6","ACVR1_BMPR2","ACVR1",0.126953125,0.145695364238411,0.129146375290645,0.294702507660879,1.29619280235767,3.07983994587524,0.038059760653466,0.00953384967169638
